CGID,Street,Hundred Block,Length (Ft),Width (Ft),Area (yds2),SurfType,Class,% Curbed,Original PCI,Est 2012 PCI
1927,ABBY LN,100,1100,25,3055.555556,AC,RUR,0,72.45,59.11
1428,ADAMS DR,700,1156,30,3853.333333,AC,LOC,0,11.25,3.87
1429,ADAMS DR,0,422,30,1406.666667,AC,LOC,0,3.05,0
1794,ADAMS DR,0,439,30,1463.333333,AC,LOC,0,0,0
1347,AKARD AVE,100,472,30,1573.333333,AC,LOC,0,19.6,12.22
1348,AKARD AVE,100,102,35,396.6666667,AC,COL,0,17.6,9.58
1350,AKARD AVE,300,442,30,1473.333333,AC,LOC,0,34.1,26.72
1354,AKARD AVE,400,689,30,2296.666667,AC,LOC,85.8,34.8,27.42
3025,AKARD AVE,200,373,30,1243.333333,AC,LOC,50,29.2,21.82
175,AKARD ST,200,353,30,1176.666667,AC,LOC,100,78,63.76
308,AKARD ST,100,566,30,1886.666667,AC,LOC,100,55,42.68
672,AKARD ST,300,269,30,896.6666667,AC,LOC,100,80.4,66.16
306,ALAMEDA ST,300,345,30,1150,AC,LOC,55.6,84.4,70.16
3096,ALAMEDA ST,300,348,30,1160,AC,LOC,40.6,85.4,72.97
73,ALAMO ST,200,350,30,1166.666667,AC,LOC,54.5,7.5,0.12
74,ALAMO ST,300,552,30,1840,AC,LOC,0,1.7,0
75,ALAMO ST,400,614,30,2046.666667,AC,LOC,0,0,0
118,ALAMO ST,100,350,30,1166.666667,AC,LOC,100,32.35,24.97
119,ALAMO ST,100,227,30,756.6666667,AC,LOC,100,27.6,20.22
245,ALAMO ST,100,225,30,750,AC,LOC,100,21.3,86.85
246,ALAMO ST,100,353,30,1176.666667,AC,LOC,100,12.1,86.85
247,ALAMO ST,200,350,30,1166.666667,AC,LOC,100,22.2,87.85
248,ALAMO ST,300,635,30,2116.666667,AC,LOC,100,17.8,87.85
249,ALAMO ST,400,385,30,1283.333333,AC,LOC,100,12.55,86.85
250,ALAMO ST,500,292,30,973.3333333,AC,LOC,100,15.4,86.85
251,ALAMO ST,600,242,30,806.6666667,AC,LOC,100,21.3,13.92
252,ALAMO ST,700,274,30,913.3333333,AC,LOC,100,22.8,15.42
253,ALAMO ST,800,728,30,2426.666667,AC,LOC,100,19.9,12.52
395,ALAMO ST,900,414,30,1380,AC,LOC,100,23.1,15.72
803,ALAMO ST,0,446,30,1486.666667,AC,LOC,100,23.6,16.22
3095,ALAMO ST,800,466,30,1553.333333,AC,LOC,0,56.4,44.08
704,ALFORD DR,100,897,30,2990,AC,LOC,100,87.3,77.43
1601,ALLEN ST,200,1448,30,4826.666667,AC,LOC,61.1,23.8,16.42
1621,ALLEN ST,100,678,30,2260,AC,LOC,100,46.4,36.39
1622,ALLEN ST,0,108,30,360,AC,LOC,100,21.2,13.82
1928,ALMA CT,100,254,25,705.5555556,AC,RUR,0,79.95,65.71
1929,ALMA CT,100,544,25,1511.111111,AC,RUR,0,77.55,63.31
1930,ALMA DR,300,805,25,2236.111111,AC,RUR,0,83.7,69.46
1589,ALPINE DR,300,1037,30,3456.666667,AC,LOC,100,91.8,85.77
3058,ALYSSA CT,0,313,25,869.4444444,AC,RUR,0,80.6,66.36
3060,ALYSSA CT,0,316,25,877.7777778,AC,RUR,0,90.5,84.47
394,ANDERSON ST,100,559,30,1863.333333,AC,LOC,100,73.7,94.65
612,ANDERSON ST,300,621,30,2070,AC,LOC,100,60.6,93.45
613,ANDERSON ST,200,353,30,1176.666667,AC,LOC,100,69.5,94.05
616,ANDERSON ST,900,567,30,1890,AC,LOC,97.8,78.1,63.86
1314,ANDERSON ST,500,247,30,823.3333333,AC,LOC,100,18.2,10.82
1315,ANDERSON ST,600,700,30,2333.333333,AC,LOC,100,14.3,6.92
1316,ANDERSON ST,700,860,35,3344.444444,AC,COL,100,43.6,33.11
1317,ANDERSON ST,700,582,35,2263.333333,AC,COL,100,25,16.98
2993,ANDERSON ST,400,287,30,956.6666667,AC,LOC,98.9,87.1,75.95
1269,ANN ST,1300,692,30,2306.666667,AC,LOC,100,81.5,67.26
1310,ANN ST,1200,571,30,1903.333333,AC,LOC,100,35.9,28.52
1311,ANN ST,0,316,30,1053.333333,AC,LOC,100,59,46.68
1427,ANN ST,0,677,30,2256.666667,AC,LOC,70.8,42.8,33.56
1387,AUSTIN AVE,100,223,30,743.3333333,AC,LOC,100,26.9,19.52
1445,AUSTIN AVE,200,346,30,1153.333333,AC,LOC,100,49.7,38.15
2327,AUSTIN AVE,100,356,30,1186.666667,AC,LOC,100,17.6,10.22
1410,AUSTIN CT,900,782,30,2606.666667,AC,LOC,100,90.2,84.17
1411,AUSTIN CT,1000,639,30,2130,AC,LOC,100,87.8,77.93
2224,AUTUMN WOOD CT,100,350,30,1166.666667,AC,LOC,100,81.6,67.36
60,BALL ST,400,691,30,2303.333333,AC,LOC,100,59.4,47.08
61,BALL ST,500,426,30,1420,AC,LOC,100,73.8,60.16
62,BALL ST,600,429,30,1430,AC,LOC,100,50.2,38.65
63,BALL ST,700,422,30,1406.666667,AC,LOC,90.9,78.8,64.56
64,BALL ST,800,398,30,1326.666667,AC,LOC,100,87.2,76.05
101,BALL ST,1100,435,30,1450,AC,LOC,77.8,65.1,52.66
102,BALL ST,1200,501,30,1670,AC,LOC,38.2,22.7,15.32
103,BALL ST,1200,666,30,2220,AC,LOC,100,28.5,21.12
146,BALL ST,300,260,30,866.6666667,AC,LOC,0,78.5,64.26
153,BALL ST,900,318,30,1060,AC,LOC,75.2,69.6,56.56
154,BALL ST,1000,283,30,943.3333333,AC,LOC,100,90.9,84.87
495,BALL ST,1300,785,30,2616.666667,AC,LOC,100,36.8,29.42
505,BALL ST,1400,1835,30,6116.666667,AC,LOC,100,32,24.62
513,BALL ST,1500,490,30,1633.333333,AC,LOC,0,40.4,32.7
514,BANKHEAD DR,1500,978,35,3803.333333,AC,COL,0,56.4,41.83
515,BANKHEAD DR,1500,399,35,1551.666667,AC,COL,0,58,43.43
678,BANKHEAD DR,1600,262,35,1018.888889,AC,COL,0,63.3,48.73
1602,BANKHEAD DR,1300,363,40,1613.333333,AC,ART,100,57.9,40.06
1604,BANKHEAD DR,1200,380,40,1688.888889,AC,ART,100,50.7,35.08
1605,BANKHEAD DR,1200,748,40,3324.444444,AC,ART,100,55.4,37.56
1606,BANKHEAD DR,1100,473,40,2102.222222,AC,ART,78.9,69,50.38
1611,BANKHEAD DR,1300,289,40,1284.444444,AC,ART,100,52.7,35.97
1612,BANKHEAD DR,1400,1009,40,4484.444444,AC,ART,48.5,44.3,30.9
1613,BANKHEAD DR,1500,1050,40,4666.666667,AC,ART,0,44.8,37.57
1708,BANKHEAD DR,1600,165,40,733.3333333,AC,ART,25.2,41.5,29.21
1709,BANKHEAD DR,1600,485,40,2155.555556,AC,ART,48.1,41.1,29.92
1710,BANKHEAD DR,1600,210,40,933.3333333,AC,ART,20,48,33.49
1711,BANKHEAD DR,1700,1271,40,5648.888889,AC,ART,0,50.9,35.28
1909,BANKHEAD DR,1800,522,40,2320,AC,ART,29.3,44.4,31
1910,BANKHEAD DR,1800,933,40,4146.666667,AC,ART,0,49.4,34.89
1911,BANKHEAD DR,1900,757,40,3364.444444,AC,ART,0,45.5,32.1
1912,BANKHEAD DR,2100,407,40,1808.888889,AC,ART,0,34.8,24.08
1913,BANKHEAD DR,2000,349,40,1551.111111,AC,ART,0,45.8,32.4
1916,BANKHEAD DR,2200,802,40,3564.444444,AC,ART,0,41,29.82
1921,BANKHEAD DR,2600,790,40,3511.111111,AC,ART,0,45.4,32
1960,BANKHEAD DR,2700,366,40,1626.666667,AC,ART,0,50.3,34.68
1961,BANKHEAD DR,2800,828,40,3680,AC,ART,0,88.5,71.56
2331,BANKHEAD DR,2300,897,40,3986.666667,AC,ART,0,15.5,4.78
2332,BANKHEAD DR,0,387,40,1720,AC,ART,0,29.9,19.18
2419,BANKHEAD DR,0,91,40,404.4444444,AC,ART,0,22.6,11.88
2420,BANKHEAD DR,0,188,40,835.5555556,PC,ART,0,49.7,40.27
2751,BANKHEAD DR,0,401,40,1782.222222,AC,ART,11.3,47.7,33.19
653,BANKHEAD HWY,1300,1002,35,3896.666667,AC,COL,0,68.7,53.58
654,BANKHEAD HWY,1400,1277,35,4966.111111,AC,COL,38,46,34.49
1636,BANKHEAD ST,0,663,30,2210,AC,LOC,94.3,80.5,66.26
1920,BANKS DR,1800,973,25,2702.777778,AC,RUR,0,52.35,40.03
2584,BANKS DR,0,545,25,1513.888889,AC,RUR,0,58.1,45.78
1919,BARNETT DR,1800,1002,25,2783.333333,AC,RUR,0,59.9,47.58
1981,BASSWOOD CT,1900,690,30,2300,AC,LOC,98.1,91.9,85.87
3076,BAY LAUREL DR,1900,350,30,1166.666667,AC,LOC,100,85,70.76
3293,BAY LAUREL DR,1900,410,30,1366.666667,AC,LOC,100,95.8,89.77
3294,BAY LAUREL DR,2000,658,30,2193.333333,AC,LOC,100,92.9,86.87
3319,BAY LAUREL DR,1900,361,30,1203.333333,AC,LOC,100,85.7,73.27
281,BAYLOR ST,300,282,30,940,AC,LOC,100,28.2,20.82
282,BAYLOR ST,400,448,30,1493.333333,AC,LOC,100,36.7,29.32
283,BAYLOR ST,500,451,30,1503.333333,AC,LOC,100,58.4,46.08
284,BAYLOR ST,600,556,30,1853.333333,AC,LOC,100,63.8,51.48
1376,BAYLOR ST,400,652,30,2173.333333,AC,LOC,0,13.4,85.77
1588,BEAUMONT DR,300,388,30,1293.333333,AC,LOC,100,95.5,89.47
1590,BEAUMONT DR,300,306,30,1020,AC,LOC,100,89.2,81.89
399,BETHEL RD,0,223,40,991.1111111,AC,ART,45.5,77.2,56.93
400,BETHEL RD,1700,855,40,3800,AC,ART,0,94.3,84.68
401,BETHEL RD,1700,128,40,568.8888889,AC,ART,0,97,87.38
402,BETHEL RD,1800,574,40,2551.111111,AC,ART,0,92.7,81.25
403,BETHEL RD,1900,1103,40,4902.222222,AC,ART,0,95.2,85.58
405,BETHEL RD,1900,774,40,3440,AC,ART,0,96.5,86.88
631,BETHEL RD,2000,1541,40,6848.888889,AC,ART,0,94.3,84.68
635,BETHEL RD,0,1042,40,4631.111111,AC,ART,0,95.4,85.78
637,BETHEL RD,0,777,40,3453.333333,AC,ART,0,94.6,84.98
638,BETHEL RD,0,640,40,2844.444444,AC,ART,0,94,84.38
3372,BILO,200,536,30,1786.666667,AC,LOC,100,95.5,89.47
3373,BILO,300,751,30,2503.333333,AC,LOC,100,87.9,78.03
228,BISHOP ST,1200,516,30,1720,AC,LOC,100,81.6,67.36
229,BISHOP ST,1200,453,30,1510,AC,LOC,56.2,94.9,88.87
350,BISHOP ST,1100,362,30,1206.666667,AC,LOC,19.6,63.2,90.1
1680,BLACK FOREST DR,100,374,30,1246.666667,AC,LOC,100,84.5,70.26
1681,BLACK FOREST DR,100,675,30,2250,AC,LOC,100,64.1,51.78
2506,BLAIR DR,1700,606,25,1683.333333,AC,RUR,0,79.3,65.06
2231,BLUE SAGE CT,100,283,30,943.3333333,AC,LOC,100,83,68.76
540,BOB WHITE AVE,200,352,30,1173.333333,AC,LOC,100,84,69.76
558,BOB WHITE AVE,100,547,30,1823.333333,AC,LOC,100,75.7,61.76
559,BOB WHITE AVE,100,240,30,800,AC,LOC,100,70.3,57.26
1352,BOIS D ARC LN,800,460,30,1533.333333,AC,LOC,0,26.8,19.42
1353,BOIS D ARC LN,400,414,30,1380,AC,LOC,45.8,27.7,20.32
1788,BOIS D ARC LN,0,274,30,913.3333333,AC,LOC,0,14.9,7.52
1789,BOIS D ARC LN,0,478,30,1593.333333,AC,LOC,100,9.3,1.92
3120,BOIS D ARC LN,300,292,30,973.3333333,AC,LOC,0,62.6,50.28
1254,BOIS D ARC ST,1000,125,30,416.6666667,AC,LOC,100,78.2,63.96
1255,BOIS D ARC ST,0,302,30,1006.666667,AC,LOC,100,75.4,61.46
1256,BOIS D ARC ST,1200,527,30,1756.666667,AC,LOC,100,45.7,35.69
1257,BOIS D ARC ST,0,221,30,736.6666667,AC,LOC,100,38.8,31.42
1378,BOIS D ARC ST,200,394,30,1313.333333,AC,LOC,0,0,0
2328,BOIS D ARC ST,1300,556,30,1853.333333,AC,LOC,100,30.8,23.42
2329,BOIS D ARC ST,1300,110,30,366.6666667,AC,LOC,76.9,31,23.62
3121,BOIS D ARC ST,300,62,30,206.6666667,AC,LOC,0,0,0
3122,BOIS D ARC ST,300,328,30,1093.333333,AC,LOC,0,16.6,9.22
104,BOUNDARY ST,400,343,30,1143.333333,AC,LOC,100,88.9,80.31
105,BOUNDARY ST,400,100,30,333.3333333,AC,LOC,100,92.6,86.57
106,BOUNDARY ST,500,453,30,1510,AC,LOC,35.3,80.9,66.66
107,BOUNDARY ST,600,449,30,1496.666667,AC,LOC,0,86.1,73.67
108,BOUNDARY ST,700,688,30,2293.333333,AC,LOC,0,63.5,51.18
127,BOUNDARY ST,100,657,30,2190,AC,LOC,90.5,49.3,37.75
715,BOUNDARY ST,800,277,30,923.3333333,AC,LOC,0,58.5,46.18
161,BOWIE DR,200,412,40,1831.111111,AC,ART,45.8,36.25,25.53
162,BOWIE DR,300,501,40,2226.666667,AC,ART,78.9,38.95,28.23
297,BOWIE DR,600,345,40,1533.333333,AC,ART,100,87.9,70.96
298,BOWIE DR,500,340,40,1511.111111,AC,ART,100,82.1,61.28
299,BOWIE DR,400,349,40,1551.111111,AC,ART,100,84.4,63.03
300,BOWIE DR,300,345,40,1533.333333,AC,ART,100,65.4,47.33
301,BOWIE DR,300,344,40,1528.888889,AC,ART,100,61.1,43.26
302,BOWIE DR,200,345,40,1533.333333,AC,ART,100,59.2,41.36
303,BOWIE DR,100,302,40,1342.222222,AC,ART,100,52.3,35.57
304,BOWIE DR,100,138,40,613.3333333,AC,ART,100,19.7,8.98
337,BOWIE DR,700,346,40,1537.777778,AC,ART,100,92.8,81.35
377,BOWIE DR,1800,4153,40,18457.77778,AC,ART,18.3,85.6,65
379,BOWIE DR,800,1084,40,4817.777778,AC,ART,100,93.6,83.98
529,BOWIE DR,0,285,40,1266.666667,AC,ART,100,87.1,68.33
530,BOWIE DR,0,293,40,1302.222222,AC,ART,100,90.1,74.99
545,BOWIE DR,0,294,40,1306.666667,AC,ART,100,89.3,74.19
546,BOWIE DR,0,294,40,1306.666667,AC,ART,100,92.2,80.75
554,BOWIE DR,1300,373,40,1657.777778,AC,ART,100,92.2,80.75
618,BOWIE DR,1000,427,40,1897.777778,AC,ART,100,91.9,80.45
640,BOWIE DR,0,109,40,484.4444444,AC,ART,100,75,55.28
641,BOWIE DR,0,439,40,1951.111111,AC,ART,0,78.25,57.98
652,BOWIE DR,100,706,40,3137.777778,AC,ART,49.9,31,20.28
3291,BOWIE DR,1100,558,40,2480,AC,ART,100,92.8,81.35
3292,BOWIE DR,1300,549,40,2440,AC,ART,100,92,80.55
472,BOWIE ST,1400,2259,35,8785,AC,COL,100,83.2,67.16
76,BRAZOS ST,200,350,35,1361.111111,AC,COL,100,61.9,47.33
77,BRAZOS ST,300,553,35,2150.555556,AC,COL,100,66,51.34
78,BRAZOS ST,400,349,35,1357.222222,AC,COL,100,76.4,60.59
79,BRAZOS ST,400,103,35,400.5555556,AC,COL,100,90.6,81.87
80,BRAZOS ST,500,383,35,1489.444444,AC,COL,100,92,84.62
120,BRAZOS ST,100,351,35,1365,AC,COL,100,46.5,34.99
121,BRAZOS ST,100,223,35,867.2222222,AC,COL,100,47.8,35.27
254,BRAZOS ST,100,581,30,1936.666667,AC,LOC,97.8,34.2,26.82
264,BRAZOS ST,300,313,30,1043.333333,AC,LOC,95.7,29.7,22.32
265,BRAZOS ST,300,326,30,1086.666667,AC,LOC,100,13.3,5.92
266,BRAZOS ST,400,353,30,1176.666667,AC,LOC,100,21.6,14.22
267,BRAZOS ST,500,322,30,1073.333333,AC,LOC,70.3,12.5,5.12
268,BRAZOS ST,600,237,30,790,AC,LOC,100,29.8,22.42
269,BRAZOS ST,700,443,30,1476.666667,AC,LOC,100,28.2,20.82
270,BRAZOS ST,800,439,30,1463.333333,AC,LOC,100,24.9,17.52
343,BRAZOS ST,900,121,30,403.3333333,AC,LOC,100,22.1,14.72
396,BRAZOS ST,900,408,30,1360,AC,LOC,100,19.4,12.02
587,BRAZOS ST,1200,913,30,3043.333333,AC,LOC,100,20.8,86.1
592,BRAZOS ST,400,175,30,583.3333333,AC,LOC,0,17.45,86.1
593,BRAZOS ST,0,197,30,656.6666667,AC,LOC,48.3,21.6,86.1
600,BRAZOS ST,1200,938,30,3126.666667,AC,LOC,100,0.2,96.98
611,BRAZOS ST,1000,453,30,1510,AC,LOC,100,5.2,0
1218,BRIARHAVEN BLVD,100,319,30,1063.333333,AC,LOC,100,38,30.62
1219,BRIARHAVEN BLVD,100,209,30,696.6666667,AC,LOC,100,38,30.62
1657,BRIARHAVEN BLVD,0,204,30,680,AC,LOC,100,72.1,58.76
20,BRIDGE ST,100,232,30,773.3333333,AC,LOC,88.2,32.1,24.72
39,BRIDGE ST,200,341,30,1136.666667,AC,LOC,100,39.2,31.82
40,BRIDGE ST,200,356,30,1186.666667,AC,LOC,100,35.5,28.12
41,BRIDGE ST,300,552,30,1840,AC,LOC,100,90.3,84.27
42,BRIDGE ST,600,421,30,1403.333333,AC,LOC,100,29.9,22.52
43,BRIDGE ST,700,422,30,1406.666667,AC,LOC,100,29.3,21.92
44,BRIDGE ST,800,392,30,1306.666667,AC,LOC,100,29,21.62
45,BRIDGE ST,900,292,30,973.3333333,AC,LOC,65.9,37.2,29.82
46,BRIDGE ST,1000,342,30,1140,AC,LOC,100,91.5,85.47
147,BRIDGE ST,400,567,30,1890,AC,LOC,100,95.5,89.47
148,BRIDGE ST,500,549,30,1830,AC,LOC,100,71.2,57.86
1439,BRIDGE ST,100,377,40,1675.555556,AC,ART,25.9,41.5,29.21
1444,BRIDGE ST,100,224,40,995.5555556,AC,ART,100,24.4,13.68
707,BROWDER LN,2232,1608,30,5360,PC,LOC,0,82.2,72.32
2208,BRUSH CREEK DR,0,817,30,2723.333333,AC,LOC,100,89.3,81.99
81,BRYAN ST,200,353,30,1176.666667,AC,LOC,100,34.6,27.22
82,BRYAN ST,300,556,30,1853.333333,AC,LOC,100,50.2,38.65
83,BRYAN ST,400,345,30,1150,AC,LOC,100,84.4,70.16
84,BRYAN ST,500,558,30,1860,AC,LOC,100,87.3,77.43
140,BRYAN ST,100,602,30,2006.666667,AC,LOC,100,59.4,47.08
152,BRYAN ST,600,431,30,1436.666667,AC,LOC,0,47.2,36.42
3376,BULLARD ST,0,537,25,1491.666667,AC,LOC,0,77,63.06
481,BURETTE DR,0,497,30,1656.666667,AC,LOC,100,92,85.97
711,BURETTE DR,0,764,30,2546.666667,AC,LOC,100,93.4,87.37
1992,BURNING TREE CT,2200,419,30,1396.666667,AC,LOC,100,86.8,75.65
1917,BURTON DR,2400,586,25,1627.777778,AC,RUR,0,47.65,36.87
1633,CAMELIA ST,1200,317,30,1056.666667,AC,LOC,100,45.9,35.89
1634,CAMELIA ST,0,150,30,500,AC,LOC,100,64.4,52.08
1216,CAMELOT DR,100,519,30,1730,AC,LOC,100,36.35,28.97
1658,CAMELOT DR,100,651,30,2170,AC,LOC,100,23.55,16.17
1659,CAMELOT DR,200,389,30,1296.666667,AC,LOC,100,31.35,23.97
1660,CAMELOT DR,200,811,30,2703.333333,AC,LOC,100,46.25,36.24
1665,CAMELOT DR,100,161,30,536.6666667,AC,LOC,100,0,0
1678,CARDINAL CT,200,700,30,2333.333333,AC,LOC,100,87,75.85
2874,CARLISLE DRIVE,300,289,30,963.3333333,AC,LOC,100,94.2,88.17
2875,CARLISLE DRIVE,300,1017,30,3390,AC,LOC,100,93.4,87.37
2021,CARRIAGE HILL,100,458,30,1526.666667,AC,LOC,100,33.2,25.82
166,CARTER DR,1000,290,30,966.6666667,AC,LOC,0,76.35,62.41
99,CASE ST,400,475,30,1583.333333,AC,LOC,100,14,97.77
159,CASE ST,200,503,30,1676.666667,AC,LOC,100,16.3,97.77
160,CASE ST,300,568,30,1893.333333,AC,LOC,100,14.8,97.77
1736,CAUSBIE RD,2600,2194,25,6094.444444,AC,RUR,0,30,22.62
1639,CEDAR ST,200,489,30,1630,AC,LOC,100,86.4,75.25
234,CHARLES ST,800,286,30,953.3333333,AC,LOC,100,24.1,87.1
235,CHARLES ST,700,410,30,1366.666667,AC,LOC,92.3,29.2,87.1
340,CHARLES ST,800,361,30,1203.333333,AC,LOC,100,24.8,87.1
378,CHARLES ST,900,234,30,780,AC,LOC,100,29.1,87.1
524,CHARLES ST,1300,1048,40,4657.777778,AC,ART,42.5,36.2,25.48
531,CHARLES ST,1200,961,40,4271.111111,AC,ART,100,38.1,27.38
550,CHARLES ST,1100,449,40,1995.555556,AC,ART,100,77.1,56.83
557,CHARLES ST,1200,1295,40,5755.555556,AC,ART,84.3,43.9,84.18
615,CHARLES ST,0,326,40,1448.888889,AC,ART,100,19.4,84.18
619,CHARLES ST,900,409,40,1817.777778,AC,ART,100,23.1,84.18
2119,CHARLIE WAY,200,612,30,2040,AC,LOC,100,63.9,51.58
2120,CHARLIE WAY,300,334,30,1113.333333,AC,LOC,100,63.9,51.58
2121,CHARLIE WAY,400,631,30,2103.333333,AC,LOC,100,86.9,75.75
224,CHEROKEE ST,1100,365,30,1216.666667,AC,LOC,81.8,17,90.1
225,CHEROKEE ST,1200,520,30,1733.333333,AC,LOC,100,76.5,62.56
226,CHEROKEE ST,1200,485,30,1616.666667,AC,LOC,100,81.8,67.56
1607,CHERRY ST,200,788,30,2626.666667,AC,LOC,100,25.6,18.22
1610,CHERRY ST,300,1137,30,3790,AC,LOC,100,23.7,16.32
109,CHILTON ST,400,442,30,1473.333333,AC,LOC,22.4,83.7,69.46
110,CHILTON ST,500,445,30,1483.333333,AC,LOC,0,88.1,78.23
163,CHILTON ST,600,439,30,1463.333333,AC,LOC,0,72,58.66
164,CHILTON ST,700,462,30,1540,AC,LOC,0,69.3,56.26
1594,CHIMNEY ROCK CT,100,183,30,610,AC,LOC,0,75.9,61.96
2709,CHIMNEY ROCK CT,100,138,30,460,AC,LOC,100,67.2,54.46
1593,CHIMNEY ROCK DR,0,492,30,1640,AC,LOC,100,91.6,85.57
2710,CHIMNEY ROCK DR,100,296,30,986.6666667,AC,LOC,100,85.8,73.37
256,CHURCH ST,200,355,30,1183.333333,AC,LOC,100,68.2,97.77
312,CHURCH ST,100,354,30,1180,AC,LOC,100,39.5,97.77
313,CHURCH ST,100,221,30,736.6666667,AC,LOC,98.4,46.4,97.77
1388,CHURCH ST,100,220,30,733.3333333,AC,LOC,100,79.6,65.36
1389,CHURCH ST,100,356,30,1186.666667,AC,LOC,100,23.6,97.77
1390,CHURCH ST,200,351,30,1170,AC,LOC,100,36.7,97.77
2259,CIMMARON TR,3100,1998,25,5550,AC,RUR,0,36.6,29.22
2866,CLARK AVE,300,777,30,2590,AC,LOC,100,92.4,86.37
1991,CLEAR CREEK CT,2200,472,30,1573.333333,AC,LOC,100,89.85,82.54
1980,CLEAR CREEK DR,1900,943,30,3143.333333,AC,LOC,100,90.9,84.87
1984,CLEAR CREEK DR,2200,321,30,1070,AC,LOC,100,94.35,88.32
1985,CLEAR CREEK DR,2000,341,30,1136.666667,AC,LOC,100,95.75,89.72
1986,CLEAR CREEK DR,2100,343,30,1143.333333,AC,LOC,100,95.55,89.52
1989,CLEAR CREEK DR,2200,345,30,1150,AC,LOC,100,95.25,89.22
1990,CLEAR CREEK DR,2200,400,30,1333.333333,AC,LOC,100,90.65,84.62
2603,CLEAR LAKE DR,1900,2108,30,7026.666667,AC,LOC,0,42.9,33.66
1655,CLEAR LAKE RD,1300,103,30,343.3333333,AC,LOC,100,75.2,61.26
1656,CLEAR LAKE RD,1400,1056,30,3520,AC,LOC,100,88.6,80.01
1690,CLEAR LAKE RD,1500,239,30,796.6666667,AC,LOC,100,44.1,34.86
1691,CLEAR LAKE RD,1600,539,30,1796.666667,AC,LOC,0,66.8,54.06
1692,CLEAR LAKE RD,1700,551,30,1836.666667,AC,LOC,0,43.5,34.26
1693,CLEAR LAKE RD,1800,1028,30,3426.666667,AC,LOC,39.3,79.1,64.86
1979,CLEAR LAKE RD,2100,581,40,2582.222222,AC,ART,100,80.1,59.28
1997,CLEAR LAKE RD,2200,580,40,2577.777778,AC,ART,100,86.8,68.03
1998,CLEAR LAKE RD,2300,352,40,1564.444444,AC,ART,100,84.5,63.13
1999,CLEAR LAKE RD,0,545,40,2422.222222,AC,ART,100,83,62.18
2003,CLEAR LAKE RD,0,99,40,440,AC,ART,100,82.3,61.48
2013,CLEAR LAKE RD,0,550,40,2444.444444,AC,ART,0,89.3,74.19
2409,CLEAR LAKE RD,0,150,40,666.6666667,PC,ART,49.6,79.8,65.56
2583,CLEAR LAKE RD,0,1019,40,4528.888889,AC,ART,11.5,80.1,59.28
2605,CLEAR LAKE RD,0,284,40,1262.222222,AC,ART,54.6,76.7,56.43
2606,CLEAR LAKE RD,0,90,40,400,AC,ART,0,88.4,71.46
3021,CLEAR LAKE RD,1200,1029,35,4001.666667,AC,COL,100,75.9,60.32
413,CLEBURNE AVE,100,1980,35,7700,AC,COL,0,69.1,53.98
344,CLEVELAND AVE,300,629,30,2096.666667,AC,LOC,62.8,74.8,61.16
346,CLEVELAND AVE,200,348,30,1160,AC,LOC,100,65.2,52.76
2199,CLIFF VIEW CT,3300,401,30,1336.666667,AC,LOC,0,93.6,87.57
2198,CLIFF VIEW DR,3400,326,30,1086.666667,AC,LOC,0,94.6,88.57
2193,CLIFF VIEW LOOP,3400,585,30,1950,AC,LOC,49.4,95.7,89.67
2190,CLIFF VIEW LP,3500,542,30,1806.666667,AC,LOC,100,86.3,73.87
2192,CLIFF VIEW LP,3400,453,30,1510,AC,LOC,100,93.4,87.37
2209,CLIFF VIEW LP,3500,434,30,1446.666667,AC,LOC,100,93.4,87.37
2211,CLIFF VIEW LP,3500,493,30,1643.333333,AC,LOC,100,96.6,90.57
2214,CLIFF VIEW LP,3600,1266,30,4220,AC,LOC,100,91.4,85.37
2215,CLIFF VIEW LP,3700,1072,30,3573.333333,AC,LOC,100,91.7,85.67
155,CLINTON ST,100,299,30,996.6666667,AC,LOC,100,62,49.68
157,CLINTON ST,300,526,30,1753.333333,AC,LOC,96,0,0
158,CLINTON ST,200,588,30,1960,AC,LOC,87.5,33.2,25.82
1384,COLLEGE AVE,200,350,30,1166.666667,AC,LOC,100,95.4,89.37
1385,COLLEGE AVE,100,352,30,1173.333333,AC,LOC,100,94.9,88.87
1386,COLLEGE AVE,100,226,30,753.3333333,AC,LOC,100,82.6,68.36
1567,COLLEGE AVE,300,636,30,2120,AC,LOC,100,84.6,70.36
1232,COLLEGE PARK DR,0,1189,40,5284.444444,AC,ART,100,81.5,90.73
1233,COLLEGE PARK DR,200,2595,40,11533.33333,AC,ART,100,66.6,97.63
210,COLUMBIA ST,200,351,30,1170,AC,LOC,100,38.7,31.32
211,COLUMBIA ST,300,357,30,1190,AC,LOC,100,40.7,33
212,COLUMBIA ST,300,283,30,943.3333333,AC,LOC,100,40.6,32.9
213,COLUMBIA ST,400,448,30,1493.333333,AC,LOC,100,50.8,38.48
214,COLUMBIA ST,500,451,30,1503.333333,AC,LOC,100,48.2,37.42
215,COLUMBIA ST,600,426,30,1420,AC,LOC,100,47,36.22
319,COLUMBIA ST,100,347,30,1156.666667,AC,LOC,100,42,33.53
320,COLUMBIA ST,100,230,30,766.6666667,AC,LOC,100,46.6,35.82
867,COLUMBIA ST,800,249,30,830,AC,LOC,0,0,0
1368,COLUMBIA ST,100,352,30,1173.333333,AC,LOC,100,39.1,31.72
1369,COLUMBIA ST,200,351,30,1170,AC,LOC,100,21,13.62
